chip,parcel_id,interior_px,full_px,interior_ha,full_ha,full_native_px,bbox_h,bbox_w,row_min,col_min,touches_edge
g13_00007_14.tif,6273263,73,113,0.12504,0.19355,19.36,15,14,153,160,0
g13_00007_14.tif,6278918,402,493,0.68857,0.84444,84.44,20,40,38,130,0
g13_00007_14.tif,6334570,8,12,0.0137,0.02055,2.06,4,4,117,252,1
g13_00007_14.tif,6334571,8,32,0.0137,0.05481,5.48,6,7,112,249,1
g13_00007_14.tif,6336054,171,232,0.2929,0.39738,39.74,14,23,145,64,0
g13_00007_14.tif,6336055,64,110,0.10962,0.18841,18.84,13,22,2,211,0
g13_00007_14.tif,6336234,51,67,0.08736,0.11476,11.48,15,10,211,0,1
g13_00007_14.tif,6339261,524,644,0.89753,1.10308,110.31,23,56,9,10,0
g13_00007_14.tif,6387237,60,93,0.10277,0.1593,15.93,12,22,9,5,0
g13_00007_14.tif,6387238,382,437,0.65431,0.74852,74.85,16,38,0,0,1
g13_00007_14.tif,6464641,16,27,0.02741,0.04625,4.62,8,6,37,250,1
g13_00007_14.tif,6466229,381,497,0.6526,0.85129,85.13,24,43,18,165,0
g13_00007_14.tif,6525959,145,187,0.24836,0.3203,32.03,16,19,182,11,0
g13_00007_14.tif,6525966,281,326,0.48131,0.55839,55.84,22,35,192,77,0
g13_00007_14.tif,6525967,208,255,0.35627,0.43678,43.68,17,19,121,67,0
g13_00007_14.tif,6526543,297,342,0.50872,0.58579,58.58,26,16,186,0,1
g13_00007_14.tif,6526618,64,100,0.10962,0.17129,17.13,8,18,169,0,1
g13_00007_14.tif,6536668,1306,1441,2.23698,2.46822,246.82,32,63,93,0,1
g13_00007_14.tif,6536670,999,1144,1.71114,1.9595,195.95,45,40,78,47,0
g13_00007_14.tif,6536671,42,64,0.07194,0.10962,10.96,9,14,84,43,0
g13_00007_14.tif,6536680,112,163,0.19184,0.27919,27.92,13,23,80,25,0
g13_00007_14.tif,6536683,813,917,1.39255,1.57068,157.07,29,50,227,206,1
g13_00007_14.tif,6539586,348,450,0.59607,0.77078,77.08,38,48,208,157,0
g13_00007_14.tif,6571185,572,659,0.97975,1.12877,112.88,25,46,231,108,1
g13_00007_14.tif,6571186,63,92,0.10791,0.15758,15.76,11,14,245,98,1
g13_00007_14.tif,6571189,11,20,0.01884,0.03426,3.43,4,8,250,114,0
g13_00007_14.tif,6571191,83,110,0.14217,0.18841,18.84,14,17,242,158,1
g13_00007_14.tif,6571192,13,25,0.02227,0.04282,4.28,4,10,252,176,1
g13_00007_14.tif,6571194,13,26,0.02227,0.04453,4.45,4,11,0,49,1
g13_00007_14.tif,6571210,16,58,0.02741,0.09935,9.93,18,18,110,214,0
g13_00007_14.tif,6571563,14,26,0.02398,0.04453,4.45,6,8,230,144,0
g13_00007_14.tif,6571564,6,13,0.01028,0.02227,2.23,6,5,224,143,0
g13_00007_14.tif,6571601,16,34,0.02741,0.05824,5.82,8,9,225,138,0
g13_00007_14.tif,6591313,51,77,0.08736,0.13189,13.19,10,14,24,221,0
g13_00007_14.tif,6591314,43,73,0.07365,0.12504,12.5,10,16,16,213,0
g13_00007_14.tif,6630012,14,27,0.02398,0.04625,4.62,9,3,113,151,0
g13_00007_14.tif,6630015,119,173,0.20383,0.29632,29.63,19,13,113,138,0
g13_00007_14.tif,6630026,53,72,0.09078,0.12333,12.33,7,15,249,64,1
g13_00007_14.tif,6630074,780,937,1.33602,1.60494,160.49,26,66,88,142,0
g13_00007_14.tif,6630122,5,21,0.00856,0.03597,3.6,3,7,109,135,0
g13_00007_14.tif,6654343,19,34,0.03254,0.05824,5.82,12,3,189,253,1
g13_00007_14.tif,6754339,601,704,1.02942,1.20585,120.58,32,46,173,47,0
g13_00007_14.tif,6754508,170,223,0.29118,0.38197,38.2,16,19,144,232,0
g13_00007_14.tif,6783083,289,365,0.49501,0.62519,62.52,16,39,139,15,0
g13_00007_14.tif,6783104,21,41,0.03597,0.07023,7.02,10,8,126,0,1
g13_00007_14.tif,6783110,121,163,0.20725,0.27919,27.92,15,22,220,1,0
g13_00007_14.tif,6804429,62,109,0.1062,0.1867,18.67,6,22,83,153,0
g13_00007_14.tif,6804430,94,140,0.16101,0.2398,23.98,15,16,79,98,0
g13_00007_14.tif,6804573,6,29,0.01028,0.04967,4.97,4,9,78,121,0
g13_00007_14.tif,6804679,686,811,1.17502,1.38912,138.91,26,42,80,112,0
g13_00007_14.tif,6860233,82,123,0.14045,0.21068,21.07,19,19,2,223,0
g13_00007_14.tif,6990020,349,419,0.59778,0.71768,71.77,24,32,193,42,0
g13_00007_14.tif,6992761,122,156,0.20897,0.2672,26.72,22,18,2,229,0
g13_00007_14.tif,7043612,130,171,0.22267,0.2929,29.29,14,18,18,103,0
g13_00007_14.tif,7043613,472,539,0.80847,0.92323,92.32,23,34,0,104,1
g13_00007_14.tif,7043615,160,240,0.27406,0.41108,41.11,15,30,25,114,0
g13_00007_14.tif,7043634,127,208,0.21753,0.35627,35.63,10,40,34,193,0
g13_00007_14.tif,7043636,128,179,0.21924,0.3066,30.66,13,19,27,191,0
g13_00007_14.tif,7043649,183,238,0.31345,0.40766,40.77,15,20,182,216,0
g13_00007_14.tif,7043655,70,122,0.1199,0.20897,20.9,9,25,40,169,0
g13_00007_14.tif,7053714,92,184,0.15758,0.31516,31.52,11,45,158,210,0
g13_00007_15.tif,6114718,338,398,0.57894,0.68171,68.17,22,35,171,145,0
g13_00007_15.tif,6131799,250,320,0.42821,0.54811,54.81,22,35,91,43,0
g13_00007_15.tif,6131800,92,142,0.15758,0.24322,24.32,13,24,98,27,0
g13_00007_15.tif,6154145,65,89,0.11134,0.15244,15.24,8,18,9,0,1
g13_00007_15.tif,6154146,20,32,0.03426,0.05481,5.48,5,9,0,0,1
g13_00007_15.tif,6154149,5,27,0.00856,0.04625,4.62,7,8,1,9,0
g13_00007_15.tif,6154155,43,69,0.07365,0.11819,11.82,11,14,9,16,0
g13_00007_15.tif,6154158,19,39,0.03254,0.0668,6.68,8,11,4,30,0
g13_00007_15.tif,6154159,20,40,0.03426,0.06851,6.85,6,12,15,0,1
g13_00007_15.tif,6154627,1,3,0.00171,0.00514,0.51,2,2,4,0,1
g13_00007_15.tif,6154663,42,79,0.07194,0.13532,13.53,8,20,5,0,1
g13_00007_15.tif,6334568,54,88,0.09249,0.15073,15.07,11,15,112,6,0
g13_00007_15.tif,6334569,9,22,0.01542,0.03768,3.77,5,12,118,7,0
g13_00007_15.tif,6334570,15,24,0.02569,0.04111,4.11,5,6,115,0,1
g13_00007_15.tif,6334571,8,27,0.0137,0.04625,4.62,5,6,111,0,1
g13_00007_15.tif,6334574,17,29,0.02912,0.04967,4.97,8,8,105,11,0
g13_00007_15.tif,6334616,2,9,0.00343,0.01542,1.54,4,4,116,19,0
g13_00007_15.tif,6334724,20,33,0.03426,0.05652,5.65,8,9,104,15,0
g13_00007_15.tif,6334756,6,19,0.01028,0.03254,3.25,7,6,107,10,0
g13_00007_15.tif,6339336,48,105,0.08222,0.17985,17.98,19,13,103,66,0
g13_00007_15.tif,6339337,10,25,0.01713,0.04282,4.28,14,8,107,73,0
g13_00007_15.tif,6339342,5,22,0.00856,0.03768,3.77,7,5,51,5,0
g13_00007_15.tif,6339343,68,109,0.11647,0.1867,18.67,8,17,52,9,0
g13_00007_15.tif,6348668,729,805,1.24867,1.37884,137.88,29,51,156,117,0
g13_00007_15.tif,6377598,232,289,0.39738,0.49501,49.5,26,41,214,113,0
g13_00007_15.tif,6377716,198,249,0.33914,0.4265,42.65,21,30,226,119,0
g13_00007_15.tif,6377727,136,164,0.23295,0.28091,28.09,15,25,216,143,0
g13_00007_15.tif,6377790,242,287,0.41451,0.49159,49.16,26,39,211,122,0
g13_00007_15.tif,6415761,693,771,1.18701,1.32061,132.06,30,43,16,145,0
g13_00007_15.tif,6415768,127,185,0.21753,0.31688,31.69,20,29,19,177,0
g13_00007_15.tif,6440673,18,31,0.03083,0.0531,5.31,9,6,67,250,1
g13_00007_15.tif,6441415,1444,1643,2.47336,2.81421,281.42,40,79,55,94,0
g13_00007_15.tif,6441417,75,122,0.12846,0.20897,20.9,15,13,69,183,0
g13_00007_15.tif,6441418,599,693,1.026,1.18701,118.7,27,41,101,215,1
g13_00007_15.tif,6441423,29,59,0.04967,0.10106,10.11,12,9,72,179,0
g13_00007_15.tif,6441483,706,834,1.20927,1.42852,142.85,32,48,55,183,0
g13_00007_15.tif,6441485,645,736,1.10479,1.26066,126.07,22,60,75,188,0
g13_00007_15.tif,6464641,40,60,0.06851,0.10277,10.28,13,8,33,0,1
g13_00007_15.tif,6509514,41,64,0.07023,0.10962,10.96,15,10,32,3,0
g13_00007_15.tif,6512406,1115,1254,1.90983,2.14791,214.79,47,63,192,165,0
g13_00007_15.tif,6512411,1298,1429,2.22328,2.44766,244.77,52,84,204,143,1
g13_00007_15.tif,6512421,528,604,0.90438,1.03456,103.46,16,62,240,0,1
g13_00007_15.tif,6525972,115,149,0.19698,0.25521,25.52,13,18,151,173,0
g13_00007_15.tif,6526776,50,74,0.08564,0.12675,12.68,13,23,165,162,0
g13_00007_15.tif,6526791,34,65,0.05824,0.11134,11.13,12,20,163,165,0
g13_00007_15.tif,6536683,38,58,0.06509,0.09935,9.93,17,12,239,0,1
g13_00007_15.tif,6571205,108,141,0.18499,0.24151,24.15,12,22,207,130,0
g13_00007_15.tif,6571206,83,132,0.14217,0.2261,22.61,15,24,139,48,0
g13_00007_15.tif,6654343,114,168,0.19526,0.28776,28.78,15,27,184,0,1
g13_00007_15.tif,6654344,280,353,0.4796,0.60464,60.46,32,23,162,34,0
g13_00007_15.tif,6654346,44,76,0.07537,0.13018,13.02,13,14,173,23,0
g13_00007_15.tif,6654358,36,61,0.06166,0.10448,10.45,11,11,172,2,0
g13_00007_15.tif,6689901,115,165,0.19698,0.28262,28.26,19,12,30,15,0
g13_00007_15.tif,6752564,71,109,0.12161,0.1867,18.67,8,16,72,29,0
g13_00007_15.tif,6754510,152,204,0.26035,0.34942,34.94,16,16,26,37,0
g13_00007_15.tif,6754512,986,1115,1.68887,1.90983,190.98,36,48,12,109,0
g13_00007_15.tif,6860209,259,326,0.44363,0.55839,55.84,21,21,28,70,0
g13_00007_15.tif,6885994,15,46,0.02569,0.07879,7.88,7,11,126,49,0
g13_00007_15.tif,6978545,14,24,0.02398,0.04111,4.11,9,6,112,78,0
g13_00007_15.tif,6978546,18,39,0.03083,0.0668,6.68,13,9,100,71,0
g13_00007_15.tif,6978548,28,52,0.04796,0.08907,8.91,11,7,116,192,0
g13_00007_15.tif,6992773,110,141,0.18841,0.24151,24.15,14,26,168,157,0
g13_00007_15.tif,7002771,711,821,1.21784,1.40625,140.62,28,50,114,192,0
g13_00007_15.tif,7002772,919,1051,1.57411,1.80021,180.02,30,55,133,121,0
g13_00007_15.tif,7002776,207,262,0.35456,0.44877,44.88,14,39,89,7,0
g13_00007_15.tif,7002778,443,542,0.75879,0.92836,92.84,14,47,77,0,1
g13_00007_15.tif,7002779,7,15,0.01199,0.02569,2.57,4,4,88,8,0
g13_00007_15.tif,7002783,475,560,0.8136,0.9592,95.92,21,38,51,218,1
g13_00007_15.tif,7002786,412,486,0.70569,0.83245,83.24,29,32,144,93,0
g13_00007_15.tif,7002792,230,278,0.39396,0.47617,47.62,17,27,108,105,0
g13_00007_15.tif,7002797,108,163,0.18499,0.27919,27.92,16,28,117,72,0
g13_00007_15.tif,7002798,77,114,0.13189,0.19526,19.53,11,18,176,180,0
g13_00007_15.tif,7002799,54,91,0.09249,0.15587,15.59,10,17,97,0,1
g13_00007_15.tif,7040966,98,136,0.16786,0.23295,23.29,16,19,104,99,0
g13_00007_15.tif,7040970,3,12,0.00514,0.02055,2.06,4,5,113,96,0
g13_00007_16.tif,6205225,1036,1117,1.77451,1.91325,191.33,37,44,219,157,1
g13_00007_16.tif,6205230,295,352,0.50529,0.60292,60.29,23,56,230,200,1
g13_00007_16.tif,6205234,155,184,0.26549,0.31516,31.52,16,21,234,135,0
g13_00007_16.tif,6209455,224,273,0.38368,0.46761,46.76,19,51,237,205,1
g13_00007_16.tif,6365381,203,247,0.34771,0.42307,42.31,29,15,189,241,1
g13_00007_16.tif,6365395,7,15,0.01199,0.02569,2.57,7,3,175,253,1
g13_00007_16.tif,6365417,329,398,0.56353,0.68171,68.17,24,58,207,190,0
g13_00007_16.tif,6381546,144,206,0.24665,0.35285,35.28,22,59,226,197,1
g13_00007_16.tif,6430177,164,193,0.28091,0.33058,33.06,14,43,242,213,1
g13_00007_16.tif,6440673,126,158,0.21582,0.27063,27.06,14,16,64,0,1
g13_00007_16.tif,6441418,7,16,0.01199,0.02741,2.74,8,4,113,0,1
g13_00007_16.tif,6512407,714,787,1.22297,1.34801,134.8,21,50,235,1,1
g13_00007_16.tif,6626876,893,968,1.52958,1.65804,165.8,49,43,0,184,1
g13_00007_16.tif,6626877,8,12,0.0137,0.02055,2.06,6,4,61,252,1
g13_00007_16.tif,6626883,333,415,0.57038,0.71083,71.08,34,23,7,164,0
g13_00007_16.tif,6626885,258,306,0.44192,0.52413,52.41,12,44,0,121,1
g13_00007_16.tif,6626888,11,21,0.01884,0.03597,3.6,3,11,0,160,1
g13_00007_16.tif,6693725,49,61,0.08393,0.10448,10.45,6,17,0,239,1
g13_00007_16.tif,6693740,353,405,0.60464,0.6937,69.37,26,28,0,176,1
g13_00007_16.tif,6693834,123,167,0.21068,0.28605,28.6,41,30,10,225,0
g13_00007_16.tif,6693835,1438,1532,2.46308,2.62409,262.41,58,60,3,192,0
g13_00007_16.tif,6693837,793,827,1.35829,1.41653,141.65,56,28,10,228,1
g13_00007_16.tif,6693980,98,138,0.16786,0.23637,23.64,10,30,0,226,1
g13_00007_16.tif,6752537,943,1062,1.61522,1.81905,181.9,37,46,192,141,0
g13_00007_16.tif,6752548,34,39,0.05824,0.0668,6.68,5,16,251,190,1
g13_00007_16.tif,6752568,104,114,0.17814,0.19526,19.53,8,25,248,231,1
g13_00007_16.tif,6915982,501,603,0.85814,1.03285,103.28,27,59,197,187,0
g13_00007_16.tif,6978550,148,201,0.2535,0.34428,34.43,16,27,227,126,0
g13_00007_16.tif,6992747,551,629,0.94378,1.07738,107.74,29,64,212,191,0
g13_00007_16.tif,7000977,216,252,0.36998,0.43164,43.16,11,40,245,47,1
g13_00007_16.tif,7002783,4,11,0.00685,0.01884,1.88,6,3,56,0,1
g13_00007_16.tif,7002789,324,447,0.55496,0.76564,76.56,23,59,192,184,0
g13_00007_16.tif,7002790,276,338,0.47275,0.57894,57.89,25,62,220,194,1
g13_00007_18.tif,6222723,3,19,0.00514,0.03254,3.25,5,9,39,102,0
g13_00007_18.tif,6365092,8,15,0.0137,0.02569,2.57,3,6,99,168,0
g13_00007_18.tif,6365093,126,221,0.21582,0.37854,37.85,13,40,94,157,0
g13_00007_18.tif,6365094,1,10,0.00171,0.01713,1.71,3,6,96,150,0
g13_00007_18.tif,6365095,171,247,0.2929,0.42307,42.31,20,31,96,147,0
g13_00007_2.tif,6113423,335,379,0.5738,0.64917,64.92,18,31,238,51,1
g13_00007_2.tif,6113444,33,56,0.05652,0.09592,9.59,6,19,250,34,1
g13_00007_2.tif,6261459,293,367,0.50187,0.62862,62.86,27,19,49,100,0
g13_00007_2.tif,6307733,49,93,0.08393,0.1593,15.93,14,21,20,80,0
g13_00007_2.tif,6307735,441,538,0.75537,0.92151,92.15,38,28,73,105,0
g13_00007_2.tif,6314898,197,251,0.33743,0.42993,42.99,16,26,210,0,1
g13_00007_2.tif,6314907,336,424,0.57552,0.72625,72.62,23,40,175,33,0
g13_00007_2.tif,6314910,22,67,0.03768,0.11476,11.48,9,20,198,48,0
g13_00007_2.tif,6314912,12,33,0.02055,0.05652,5.65,6,10,201,41,0
g13_00007_2.tif,6314913,30,58,0.05139,0.09935,9.93,9,11,215,30,0
g13_00007_2.tif,6315579,14,45,0.02398,0.07708,7.71,8,18,201,51,0
g13_00007_2.tif,6315589,3,10,0.00514,0.01713,1.71,4,9,204,50,0
g13_00007_2.tif,6412665,269,391,0.46076,0.66972,66.97,21,75,43,0,1
g13_00007_2.tif,6412666,423,538,0.72454,0.92151,92.15,18,53,58,6,0
g13_00007_2.tif,6412711,22,78,0.03768,0.1336,13.36,14,45,51,24,0
g13_00007_2.tif,6412728,7,24,0.01199,0.04111,4.11,4,17,49,7,0
g13_00007_2.tif,6417432,209,260,0.35799,0.44534,44.53,18,19,234,77,0
g13_00007_2.tif,6522455,65,87,0.11134,0.14902,14.9,8,18,248,223,1
g13_00007_2.tif,6536944,162,229,0.27748,0.39224,39.22,10,45,246,147,1
g13_00007_2.tif,6536946,21,24,0.03597,0.04111,4.11,3,13,253,179,1
g13_00007_2.tif,6541948,52,77,0.08907,0.13189,13.19,10,10,196,0,1
g13_00007_2.tif,6594629,321,404,0.54982,0.69199,69.2,18,43,31,23,0
g13_00007_2.tif,6594668,175,221,0.29975,0.37854,37.85,15,39,40,21,0
g13_00007_2.tif,6668547,121,166,0.20725,0.28433,28.43,11,21,118,117,0
g13_00007_2.tif,6669143,316,403,0.54126,0.69028,69.03,15,40,57,64,0
g13_00007_2.tif,6807315,1096,1191,1.87728,2.04,204.0,23,89,0,44,1
g13_00007_2.tif,6921566,198,265,0.33914,0.45391,45.39,15,33,73,15,0
g13_00007_3.tif,6170540,276,338,0.47275,0.57894,57.89,25,19,18,217,0
g13_00007_3.tif,6251502,244,327,0.41794,0.5601,56.01,12,39,48,128,0
g13_00007_3.tif,6261724,117,169,0.2004,0.28947,28.95,22,16,226,147,0
g13_00007_3.tif,6309663,277,343,0.47446,0.58751,58.75,21,33,93,201,0
g13_00007_3.tif,6309670,210,274,0.3597,0.46932,46.93,14,24,80,213,0
g13_00007_3.tif,6309722,471,599,0.80675,1.026,102.6,53,46,71,209,0
g13_00007_3.tif,6309805,329,357,0.56353,0.61149,61.15,46,25,71,231,1
g13_00007_3.tif,6331462,126,145,0.21582,0.24836,24.84,13,19,19,229,0
g13_00007_3.tif,6365574,1,13,0.00171,0.02227,2.23,3,6,229,236,0
g13_00007_3.tif,6365575,24,59,0.04111,0.10106,10.11,9,18,235,229,0
g13_00007_3.tif,6365589,711,816,1.21784,1.39769,139.77,26,50,230,67,1
g13_00007_3.tif,6460788,780,852,1.33602,1.45935,145.93,39,39,168,189,0
g13_00007_3.tif,6460832,7,19,0.01199,0.03254,3.25,9,4,168,252,1
g13_00007_3.tif,6460924,1257,1415,2.15305,2.42368,242.37,66,42,141,168,0
g13_00007_3.tif,6623794,261,333,0.44705,0.57038,57.04,16,32,6,220,0
g13_00007_3.tif,6648165,429,529,0.73481,0.9061,90.61,21,44,199,14,0
g13_00007_3.tif,6648166,12,25,0.02055,0.04282,4.28,6,7,213,58,0
g13_00007_3.tif,6648167,6,17,0.01028,0.02912,2.91,5,6,219,81,0
g13_00007_3.tif,6648168,198,267,0.33914,0.45733,45.73,14,32,204,58,0
g13_00007_3.tif,6648173,60,94,0.10277,0.16101,16.1,8,17,216,216,0
g13_00007_3.tif,6648174,555,644,0.95063,1.10308,110.31,26,53,207,146,0
g13_00007_3.tif,6648178,196,250,0.33572,0.42821,42.82,16,25,207,231,1
g13_00007_3.tif,6648283,298,366,0.51043,0.6269,62.69,24,40,200,161,0
g13_00007_3.tif,6657458,385,503,0.65945,0.86156,86.16,19,45,65,196,0
g13_00007_3.tif,6657464,168,228,0.28776,0.39053,39.05,16,21,73,167,0
g13_00007_3.tif,6657491,3,13,0.00514,0.02227,2.23,13,4,75,186,0
g13_00007_3.tif,6807372,3394,3614,5.81341,6.19024,619.02,74,83,101,130,0
g13_00007_3.tif,6807438,684,810,1.17159,1.38741,138.74,47,56,175,119,0
g13_00007_3.tif,6807445,142,180,0.24322,0.30831,30.83,7,31,0,217,1
g13_00007_3.tif,6880723,687,794,1.17673,1.36,136.0,31,49,220,194,0
g13_00007_4.tif,6261729,86,132,0.14731,0.2261,22.61,12,17,155,127,0
g13_00007_4.tif,6309805,272,323,0.4659,0.55325,55.33,39,13,70,0,1
g13_00007_4.tif,6315666,3,12,0.00514,0.02055,2.06,4,4,175,147,0
g13_00007_4.tif,6316418,4,14,0.00685,0.02398,2.4,4,5,57,166,0
g13_00007_4.tif,6316419,4,11,0.00685,0.01884,1.88,5,4,55,163,0
g13_00007_4.tif,6316420,16,33,0.02741,0.05652,5.65,6,9,53,156,0
g13_00007_4.tif,6460826,280,359,0.4796,0.61491,61.49,29,22,171,6,0
g13_00007_4.tif,6460832,78,115,0.1336,0.19698,19.7,17,10,169,0,1
g13_00007_4.tif,6518266,5,21,0.00856,0.03597,3.6,3,7,57,199,0
g13_00007_4.tif,6540759,97,125,0.16615,0.21411,21.41,15,10,207,246,1
g13_00007_4.tif,6648178,23,36,0.0394,0.06166,6.17,10,5,208,0,1
g13_00007_4.tif,6807431,122,155,0.20897,0.26549,26.55,8,33,0,20,1
g13_00007_4.tif,6880719,130,174,0.22267,0.29804,29.8,16,19,159,6,0
g13_00007_4.tif,6880771,1036,1188,1.77451,2.03487,203.49,31,72,133,31,0
g13_00007_4.tif,6880772,1119,1228,1.91668,2.10338,210.34,33,68,150,34,0
g13_00007_4.tif,6881641,288,399,0.4933,0.68343,68.34,11,59,192,189,0
g13_00007_4.tif,6881642,124,185,0.21239,0.31688,31.69,7,58,200,189,0
g13_00007_4.tif,6881644,467,576,0.7999,0.9866,98.66,35,31,160,191,0
g13_00007_4.tif,6881645,359,435,0.61491,0.74509,74.51,15,56,203,190,0
g13_00007_4.tif,6881843,397,496,0.68,0.84957,84.96,29,26,209,174,0
g13_00007_4.tif,6881886,77,157,0.13189,0.26892,26.89,12,36,209,200,0
g13_00007_4.tif,6945590,533,585,0.91295,1.00202,100.2,17,37,0,219,1
g13_00007_4.tif,7081294,36,78,0.06166,0.1336,13.36,9,24,210,208,0
g13_00007_5.tif,6209872,798,915,1.36685,1.56726,156.73,40,38,153,200,0
g13_00007_5.tif,6316407,432,501,0.73995,0.85814,85.81,27,36,51,34,0
g13_00007_5.tif,6540759,114,143,0.19526,0.24494,24.49,15,15,208,0,1
g13_00007_5.tif,6543639,1311,1433,2.24555,2.45451,245.45,51,65,31,107,0
g13_00007_5.tif,6543643,828,927,1.41824,1.58781,158.78,33,61,32,45,0
g13_00007_5.tif,6807313,4340,4616,7.43377,7.90652,790.65,67,178,0,9,1
g13_00007_5.tif,6807321,3403,3590,5.82883,6.14913,614.91,70,90,0,166,1
g13_00007_5.tif,6807358,10,29,0.01713,0.04967,4.97,4,10,57,246,1
g13_00007_5.tif,6807393,3294,3532,5.64213,6.04979,604.98,85,67,77,116,0
g13_00007_5.tif,6807399,2385,2571,4.08515,4.40374,440.37,70,98,0,83,1
g13_00007_5.tif,6807401,929,1022,1.59124,1.75053,175.05,36,39,62,217,1
g13_00007_5.tif,6807412,417,521,0.71426,0.89239,89.24,37,59,0,162,1
g13_00007_5.tif,6807440,444,525,0.76051,0.89925,89.92,25,27,62,197,0
g13_00007_5.tif,6807455,689,798,1.18015,1.36685,136.69,28,39,123,215,0
g13_00007_5.tif,6807458,1234,1392,2.11366,2.38429,238.43,32,63,170,142,0
g13_00007_5.tif,6807460,373,455,0.63889,0.77935,77.93,24,29,105,95,0
g13_00007_5.tif,6807465,208,268,0.35627,0.45904,45.9,18,30,142,85,0
g13_00007_5.tif,6812510,2727,2883,4.67094,4.93815,493.81,88,58,67,156,0
g13_00007_5.tif,6945590,227,252,0.38882,0.43164,43.16,17,22,0,0,1
g13_00007_5.tif,6945602,418,486,0.71597,0.83245,83.24,10,57,0,19,1
g13_00007_5.tif,7012360,39,70,0.0668,0.1199,11.99,8,12,214,231,0
g13_00007_5.tif,7012361,33,64,0.05652,0.10962,10.96,7,14,209,226,0
g13_00007_5.tif,7012362,13,68,0.02227,0.11647,11.65,5,14,213,242,1
g13_00007_5.tif,7012363,39,70,0.0668,0.1199,11.99,6,13,236,231,0
g13_00007_5.tif,7012364,48,73,0.08222,0.12504,12.5,8,10,224,246,1
g13_00007_5.tif,7049320,72,101,0.12333,0.173,17.3,30,6,121,250,1
g13_00007_6.tif,6192948,90,145,0.15416,0.24836,24.84,11,32,0,191,1
g13_00007_6.tif,6207986,1471,1622,2.5196,2.77824,277.82,60,44,103,45,0
g13_00007_6.tif,6207988,174,240,0.29804,0.41108,41.11,14,31,111,210,0
g13_00007_6.tif,6207993,41,68,0.07023,0.11647,11.65,11,14,127,230,0
g13_00007_6.tif,6208123,134,206,0.22952,0.35285,35.28,34,13,185,198,0
g13_00007_6.tif,6208144,12,29,0.02055,0.04967,4.97,7,5,182,211,0
g13_00007_6.tif,6208146,91,117,0.15587,0.2004,20.04,20,10,188,206,0
g13_00007_6.tif,6209875,1144,1283,1.9595,2.19759,219.76,37,53,163,22,0
g13_00007_6.tif,6210053,37,52,0.06338,0.08907,8.91,6,13,0,168,1
g13_00007_6.tif,6411102,250,327,0.42821,0.5601,56.01,17,32,28,38,0
g13_00007_6.tif,6438702,1242,1366,2.12736,2.33975,233.98,44,55,182,42,0
g13_00007_6.tif,6438704,50,77,0.08564,0.13189,13.19,20,5,127,251,1
g13_00007_6.tif,6438708,278,351,0.47617,0.60121,60.12,19,26,123,206,0
g13_00007_6.tif,6438709,116,164,0.19869,0.28091,28.09,16,17,147,208,0
g13_00007_6.tif,6438713,4,16,0.00685,0.02741,2.74,4,5,148,246,0
g13_00007_6.tif,6440294,294,345,0.50358,0.59093,59.09,16,32,175,101,0
g13_00007_6.tif,6440295,6,19,0.01028,0.03254,3.25,5,7,186,122,0
g13_00007_6.tif,6440296,10,22,0.01713,0.03768,3.77,5,6,174,129,0
g13_00007_6.tif,6440298,49,81,0.08393,0.13874,13.87,11,11,230,62,0
g13_00007_6.tif,6440302,81,132,0.13874,0.2261,22.61,23,7,225,159,0
g13_00007_6.tif,6440304,175,241,0.29975,0.4128,41.28,31,25,201,102,0
g13_00007_6.tif,6440305,126,169,0.21582,0.28947,28.95,27,21,207,90,0
g13_00007_6.tif,6440460,5,14,0.00856,0.02398,2.4,4,7,184,127,0
g13_00007_6.tif,6486340,78,112,0.1336,0.19184,19.18,14,11,242,226,1
g13_00007_6.tif,6486343,81,126,0.13874,0.21582,21.58,19,9,232,240,0
g13_00007_6.tif,6522815,1,4,0.00171,0.00685,0.69,2,3,0,166,1
g13_00007_6.tif,6522820,13,22,0.02227,0.03768,3.77,8,8,0,177,1
g13_00007_6.tif,6525690,498,601,0.853,1.02942,102.94,39,21,112,176,0
g13_00007_6.tif,6525691,235,303,0.40252,0.51899,51.9,18,30,238,9,1
g13_00007_6.tif,6525692,115,156,0.19698,0.2672,26.72,16,14,147,24,0
g13_00007_6.tif,6527891,136,195,0.23295,0.33401,33.4,14,24,160,171,0
g13_00007_6.tif,6527893,5,15,0.00856,0.02569,2.57,9,2,186,254,1
g13_00007_6.tif,6527907,120,172,0.20554,0.29461,29.46,13,22,153,171,0
g13_00007_6.tif,6532720,91,134,0.15587,0.22952,22.95,13,19,232,94,0
g13_00007_6.tif,6532721,165,214,0.28262,0.36655,36.65,20,20,209,81,0
g13_00007_6.tif,6532723,59,101,0.10106,0.173,17.3,21,7,225,81,0
g13_00007_6.tif,6532724,151,192,0.25864,0.32887,32.89,21,13,113,192,0
g13_00007_6.tif,6567405,420,502,0.7194,0.85985,85.99,22,33,157,83,0
g13_00007_6.tif,6567409,123,171,0.21068,0.2929,29.29,18,14,149,158,0
g13_00007_6.tif,6567412,5,16,0.00856,0.02741,2.74,4,6,161,152,0
g13_00007_6.tif,6567485,172,231,0.29461,0.39567,39.57,11,24,158,112,0
g13_00007_6.tif,6567547,103,137,0.17642,0.23466,23.47,9,21,167,114,0
g13_00007_6.tif,6576478,184,242,0.31516,0.41451,41.45,18,18,138,103,0
