country,chip,parcel_id,width_native_px,contrast
india,g2_0115.tif,578,16.894,1.2916
india,g2_0115.tif,579,11.345,1.0258
india,g2_0134.tif,671,6.775,1.4605
india,g2_0134.tif,672,7.068,1.3503
india,g2_0134.tif,673,7.533,1.2309
india,g2_0134.tif,674,7.533,1.7944
india,g2_0134.tif,675,7.163,1.5458
india,g2_0135.tif,676,5.461,0.9303
india,g2_0135.tif,677,6.775,1.0203
india,g2_0135.tif,678,7.068,1.3308
india,g2_0135.tif,679,4.247,1.444
india,g2_0135.tif,680,3.768,1.4857
india,g2_0137.tif,686,5.581,1.5799
india,g2_0137.tif,687,6.258,1.3163
india,g2_0137.tif,688,10.315,1.2719
india,g2_0137.tif,689,5.581,1.4596
india,g2_0137.tif,690,15.168,1.2789
india,g2_0139.tif,696,3.768,1.2097
india,g2_0139.tif,697,3.231,1.2811
india,g2_0139.tif,698,7.068,1.4125
india,g2_0139.tif,699,6.258,1.2204
india,g2_0139.tif,700,6.469,1.3072
india,g2_0143.tif,716,10.905,1.1265
india,g2_0143.tif,717,9.177,1.3333
india,g2_0143.tif,718,18.231,1.0708
india,g2_0143.tif,719,14.005,1.5126
india,g2_0143.tif,720,7.533,1.5466
india,g2_0149.tif,746,3.231,1.976
india,g2_0149.tif,747,15.215,1.7163
india,g2_0149.tif,748,20.022,2.1915
india,g2_0149.tif,749,12.062,1.9636
india,g2_0149.tif,750,14.403,2.7735
india,g2_0165.tif,826,3.231,1.0085
india,g2_0165.tif,827,3.768,0.9716
india,g2_0165.tif,828,4.397,0.9208
india,g2_0165.tif,829,4.397,0.9427
india,g2_0165.tif,830,4.82,1.0945
india,g2_0166.tif,831,4.542,1.2177
india,g2_0166.tif,832,4.542,1.2703
india,g2_0166.tif,833,5.928,1.2965
india,g2_0166.tif,834,4.542,1.3333
india,g2_0166.tif,835,3.768,1.0022
india,g2_0187.tif,936,5.461,0.7095
india,g2_0187.tif,937,6.674,0.6588
india,g2_0187.tif,938,5.461,0.8498
india,g2_0187.tif,939,5.461,0.8805
india,g2_0187.tif,940,4.397,1.1781
india,g2_0205.tif,1026,5.461,1.013
india,g2_0205.tif,1027,6.469,1.0399
india,g2_0205.tif,1028,5.928,1.3355
india,g2_0205.tif,1029,3.034,1.3307
india,g2_0205.tif,1030,5.461,1.2858
india,g2_0215.tif,1076,5.461,1.385
india,g2_0215.tif,1077,9.101,0.7626
india,g2_0215.tif,1078,4.247,0.6579
india,g2_0215.tif,1079,3.034,0.9405
india,g2_0215.tif,1080,5.461,0.9402
india,g2_0237.tif,1186,3.034,1.1766
india,g2_0237.tif,1187,3.034,1.3752
india,g2_0237.tif,1188,2.825,1.4431
india,g2_0237.tif,1189,4.247,1.3577
india,g2_0237.tif,1190,2.825,1.4645
india,g2_0239.tif,1196,3.768,1.101
india,g2_0239.tif,1197,3.768,1.2882
india,g2_0239.tif,1198,8.144,1.3729
india,g2_0239.tif,1199,5.461,1.254
india,g2_0239.tif,1200,4.82,1.1862
india,g2_0243.tif,1216,5.461,0.7398
india,g2_0243.tif,1217,3.768,1.2691
india,g2_0243.tif,1218,6.775,0.9763
india,g2_0243.tif,1219,11.345,1.0179
india,g2_0243.tif,1220,5.461,0.8773
india,g2_0272.tif,1361,3.034,1.2008
india,g2_0272.tif,1362,3.034,1.0932
india,g2_0272.tif,1363,5.461,1.0066
india,g2_0272.tif,1364,6.674,0.9771
india,g2_0272.tif,1365,5.461,1.3106
india,g2_0275.tif,1376,3.034,1.3898
india,g2_0275.tif,1377,7.888,1.2057
india,g2_0275.tif,1378,3.034,1.5437
india,g2_0275.tif,1379,3.034,1.1926
india,g2_0275.tif,1380,4.247,0.7108
india,g2_0276.tif,1381,7.974,1.9127
india,g2_0276.tif,1382,6.258,1.1256
india,g2_0276.tif,1383,7.163,1.9006
india,g2_0276.tif,1384,7.974,1.6445
india,g2_0276.tif,1385,3.768,1.8028
india,g2_0282.tif,1411,3.768,1.5876
india,g2_0282.tif,1412,3.768,1.0463
india,g2_0282.tif,1413,5.461,1.3566
india,g2_0282.tif,1414,4.542,1.3179
india,g2_0282.tif,1415,7.974,1.4416
india,g2_0291.tif,1456,8.871,1.2668
india,g2_0291.tif,1457,9.69,1.2241
india,g2_0291.tif,1458,7.163,1.0923
india,g2_0291.tif,1459,8.871,1.0279
india,g2_0291.tif,1460,5.461,0.9725
india,g2_0298.tif,1491,3.768,0.6322
india,g2_0298.tif,1492,3.768,0.9105
india,g2_0298.tif,1493,7.068,0.8413
india,g2_0298.tif,1494,3.034,1.1381
india,g2_0298.tif,1495,3.231,0.7907
india,g2_0307.tif,1536,2.825,0.9878
india,g2_0307.tif,1537,5.461,1.5626
india,g2_0307.tif,1538,4.247,1.9113
india,g2_0307.tif,1539,3.768,1.4338
india,g2_0307.tif,1540,4.247,1.4265
india,g2_0314.tif,1571,4.247,2.5057
india,g2_0314.tif,1572,3.231,1.8079
india,g2_0314.tif,1573,4.247,1.8146
india,g2_0314.tif,1574,4.247,1.5892
india,g2_0314.tif,1575,5.461,2.0839
india,g2_0315.tif,1576,2.107,1.2737
india,g2_0315.tif,1577,4.542,1.0222
india,g2_0315.tif,1578,3.768,1.3543
india,g2_0315.tif,1579,2.107,1.4029
india,g2_0315.tif,1580,2.825,1.2864
india,g2_0326.tif,1631,3.034,1.1649
india,g2_0326.tif,1632,3.034,1.0195
india,g2_0326.tif,1633,3.034,1.0882
india,g2_0326.tif,1634,3.034,1.3626
india,g2_0326.tif,1635,3.034,1.3593
india,g2_0335.tif,1676,3.768,0.8859
india,g2_0335.tif,1677,3.231,1.7274
india,g2_0335.tif,1678,3.768,1.3032
india,g2_0335.tif,1679,3.768,1.0033
india,g2_0335.tif,1680,3.768,0.8418
india,g2_0336.tif,1681,7.888,1.0169
india,g2_0336.tif,1682,7.888,0.915
india,g2_0336.tif,1683,9.101,0.9136
india,g2_0336.tif,1684,4.247,0.7158
india,g2_0336.tif,1685,12.463,1.0619
india,g2_0338.tif,1691,3.768,1.2676
india,g2_0338.tif,1692,4.247,1.3925
india,g2_0338.tif,1693,4.247,0.9705
india,g2_0338.tif,1694,3.768,1.4135
india,g2_0338.tif,1695,3.231,1.2736
india,g2_0340.tif,1701,8.144,1.7386
india,g2_0340.tif,1702,4.542,1.9888
india,g2_0340.tif,1703,7.533,1.7033
india,g2_0340.tif,1704,13.597,1.7638
india,g2_0340.tif,1705,7.533,1.5887
india,g2_0344.tif,1721,1.82,0.5629
india,g2_0344.tif,1722,2.107,0.5142
india,g2_0344.tif,1723,1.82,0.6103
india,g2_0344.tif,1724,2.107,0.5747
india,g2_0344.tif,1725,2.107,0.6654
india,g2_0345.tif,1726,4.247,0.7088
india,g2_0345.tif,1727,5.461,0.9666
india,g2_0345.tif,1728,5.461,0.6507
india,g2_0345.tif,1729,3.034,0.6384
india,g2_0345.tif,1730,3.034,0.6881
india,g2_0348.tif,1741,6.674,1.3948
india,g2_0348.tif,1742,6.674,1.3418
india,g2_0348.tif,1743,6.674,1.3527
india,g2_0348.tif,1744,6.674,1.1027
india,g2_0348.tif,1745,6.674,1.0715
india,g2_0358.tif,1791,7.974,1.0141
india,g2_0358.tif,1792,6.258,1.212
india,g2_0358.tif,1793,7.533,1.2267
india,g2_0358.tif,1794,5.581,1.4453
india,g2_0358.tif,1795,9.101,1.2061
india,g2_0367.tif,1836,2.825,1.3229
india,g2_0367.tif,1837,5.928,0.9631
india,g2_0367.tif,1838,2.107,1.1524
india,g2_0367.tif,1839,2.107,1.0424
india,g2_0367.tif,1840,2.825,1.0091
india,g2_0368.tif,1841,7.533,0.957
india,g2_0368.tif,1842,7.888,1.2455
india,g2_0368.tif,1843,4.397,1.6985
india,g2_0368.tif,1844,6.674,1.0437
india,g2_0368.tif,1845,3.768,1.6215
india,g2_0373.tif,1866,4.247,1.3627
india,g2_0373.tif,1867,4.247,1.3588
india,g2_0373.tif,1868,3.034,1.0577
india,g2_0373.tif,1869,4.247,1.043
india,g2_0373.tif,1870,5.928,1.061
india,g2_0385.tif,1926,4.247,1.1784
india,g2_0385.tif,1927,4.82,1.1675
india,g2_0385.tif,1928,4.397,1.2342
india,g2_0385.tif,1929,5.928,0.9428
india,g2_0385.tif,1930,5.581,0.7384
india,g2_0386.tif,1931,4.247,0.9357
india,g2_0386.tif,1932,5.581,1.1715
india,g2_0386.tif,1933,5.461,1.6074
india,g2_0386.tif,1934,3.034,1.0982
india,g2_0386.tif,1935,8.144,0.9632
india,g2_0388.tif,1941,1.82,1.5118
india,g2_0388.tif,1942,1.82,1.3733
india,g2_0388.tif,1943,3.034,1.4321
india,g2_0388.tif,1944,2.825,1.3865
india,g2_0388.tif,1945,2.107,1.3069
india,g2_0399.tif,1996,3.768,0.7678
india,g2_0399.tif,1997,4.247,0.7574
india,g2_0399.tif,1998,6.469,0.8081
india,g2_0399.tif,1999,4.247,1.0512
india,g2_0399.tif,2000,4.82,0.7634
india,g2_0400.tif,2001,4.397,1.3566
india,g2_0400.tif,2002,3.231,0.878
india,g2_0400.tif,2003,5.461,1.5534
india,g2_0400.tif,2004,3.768,1.6681
india,g2_0400.tif,2005,4.397,1.8684
india,g2_0406.tif,2031,5.928,0.7757
india,g2_0406.tif,2032,3.768,1.5803
india,g2_0406.tif,2033,3.768,0.9928
india,g2_0406.tif,2034,3.231,1.502
india,g2_0406.tif,2035,4.542,1.1481
india,g2_0410.tif,2051,6.775,1.0491
india,g2_0410.tif,2052,7.974,1.0601
india,g2_0410.tif,2053,6.469,0.9862
india,g2_0410.tif,2054,5.461,0.8427
india,g2_0410.tif,2055,6.775,1.1379
india,g2_0418.tif,2091,6.674,0.888
india,g2_0418.tif,2092,5.928,1.2736
india,g2_0418.tif,2093,5.461,1.4402
india,g2_0418.tif,2094,6.674,1.3142
india,g2_0418.tif,2095,5.461,1.3159
india,g2_0429.tif,2146,1.82,0.9284
india,g2_0429.tif,2147,2.825,0.9098
india,g2_0429.tif,2148,1.82,1.0739
india,g2_0429.tif,2149,2.107,1.3018
india,g2_0429.tif,2150,2.107,1.3493
india,g2_0439.tif,2196,3.034,0.7931
india,g2_0439.tif,2197,3.768,0.6851
india,g2_0439.tif,2198,4.247,1.1055
india,g2_0439.tif,2199,6.674,0.823
india,g2_0439.tif,2200,4.247,0.9241
india,g2_0454.tif,2271,6.469,1.3694
india,g2_0454.tif,2272,9.101,1.3667
india,g2_0454.tif,2273,6.469,1.2467
india,g2_0454.tif,2274,7.163,1.6512
india,g2_0454.tif,2275,6.469,1.0376
india,g2_0458.tif,2291,5.928,0.8856
india,g2_0458.tif,2292,10.247,0.9618
india,g2_0458.tif,2293,9.69,1.1986
india,g2_0458.tif,2294,3.034,1.4027
india,g2_0458.tif,2295,1.82,1.3258
india,g2_0463.tif,2316,4.82,0.8342
india,g2_0463.tif,2317,5.461,1.5835
india,g2_0463.tif,2318,4.82,0.9661
india,g2_0463.tif,2319,1.82,1.0354
india,g2_0463.tif,2320,1.82,1.162
india,g2_0470.tif,2351,4.247,0.7692
india,g2_0470.tif,2352,4.247,1.0682
india,g2_0470.tif,2353,2.107,1.0431
india,g2_0470.tif,2354,3.231,0.8588
india,g2_0470.tif,2355,4.542,1.1722
india,g2_0475.tif,2376,7.888,1.2317
india,g2_0475.tif,2377,5.461,1.904
india,g2_0475.tif,2378,4.247,1.704
india,g2_0475.tif,2379,4.397,1.5779
india,g2_0475.tif,2380,6.674,1.5194
india,g2_0493.tif,2466,3.034,1.0499
india,g2_0493.tif,2467,3.768,0.8103
india,g2_0493.tif,2468,4.82,1.5935
india,g2_0493.tif,2469,2.825,1.162
india,g2_0493.tif,2470,3.231,1.007
india,g2_0506.tif,2531,7.068,1.4098
india,g2_0506.tif,2532,6.775,1.6503
india,g2_0506.tif,2533,6.674,1.4302
india,g2_0506.tif,2534,3.034,1.0257
india,g2_0506.tif,2535,6.674,1.4001
india,g2_0509.tif,2546,3.034,0.9589
india,g2_0509.tif,2547,6.674,0.9531
india,g2_0509.tif,2548,3.034,1.0151
india,g2_0509.tif,2549,5.461,1.3098
india,g2_0509.tif,2550,5.461,1.8753
india,g2_0517.tif,2586,3.034,1.1387
india,g2_0517.tif,2587,3.034,0.8718
india,g2_0517.tif,2588,5.461,1.005
india,g2_0517.tif,2589,5.928,0.834
india,g2_0517.tif,2590,5.461,0.8908
india,g2_0518.tif,2591,3.034,1.4305
india,g2_0518.tif,2592,3.034,1.471
india,g2_0518.tif,2593,3.034,1.4785
india,g2_0518.tif,2594,4.247,1.5498
india,g2_0518.tif,2595,5.461,1.3238
india,g2_0521.tif,2606,4.82,0.9766
india,g2_0521.tif,2607,5.461,0.9752
india,g2_0521.tif,2608,5.461,0.8913
india,g2_0521.tif,2609,4.247,0.9047
india,g2_0521.tif,2610,4.247,1.3491
india,g2_0523.tif,2616,2.107,1.2159
india,g2_0523.tif,2617,2.825,1.0877
india,g2_0523.tif,2618,2.825,1.0211
india,g2_0523.tif,2619,3.034,0.8836
india,g2_0523.tif,2620,2.107,1.182
india,g2_0556.tif,2781,5.461,1.5444
india,g2_0556.tif,2782,2.107,1.1545
india,g2_0556.tif,2783,3.231,1.1875
india,g2_0556.tif,2784,5.581,1.359
india,g2_0556.tif,2785,7.068,1.1492
india,g2_0559.tif,2796,7.974,1.5511
india,g2_0559.tif,2797,10.247,1.4115
india,g2_0559.tif,2798,10.581,1.1511
india,g2_0559.tif,2799,6.674,1.5558
india,g2_0559.tif,2800,10.382,1.2157
india,g2_0563.tif,2816,3.034,1.3975
india,g2_0563.tif,2817,3.034,1.4051
india,g2_0563.tif,2818,2.825,1.4411
india,g2_0563.tif,2819,1.82,1.3814
india,g2_0563.tif,2820,2.825,1.2268
india,g2_0567.tif,2836,5.461,0.6734
india,g2_0567.tif,2837,7.068,0.9654
india,g2_0567.tif,2838,5.461,0.9825
india,g2_0567.tif,2839,4.542,1.2255
india,g2_0567.tif,2840,6.469,1.2799
india,g2_0575.tif,2876,12.463,2.7514
india,g2_0575.tif,2877,12.741,2.256
india,g2_0575.tif,2878,12.519,2.1216
india,g2_0575.tif,2879,8.871,2.7659
india,g2_0575.tif,2880,13.229,2.6548
india,g2_0576.tif,2881,3.034,1.196
india,g2_0576.tif,2882,3.034,1.416
india,g2_0576.tif,2883,1.82,0.4228
india,g2_0576.tif,2884,2.825,0.6602
india,g2_0576.tif,2885,4.247,0.7542
india,g2_0588.tif,2941,8.635,1.022
india,g2_0588.tif,2942,8.144,0.9598
india,g2_0588.tif,2943,4.542,0.9642
india,g2_0588.tif,2944,4.542,0.7633
india,g2_0588.tif,2945,5.461,1.0635
india,g2_0594.tif,2971,6.674,1.4326
india,g2_0594.tif,2972,4.247,1.3716
india,g2_0594.tif,2973,4.397,1.3289
india,g2_0594.tif,2974,6.674,0.9732
india,g2_0594.tif,2975,3.231,1.5391
india,g2_0608.tif,3042,7.888,1.3865
india,g2_0608.tif,3043,3.768,1.0693
india,g2_0608.tif,3044,6.469,1.0614
india,g2_0608.tif,3045,7.888,1.2625
india,g2_0608.tif,3046,4.82,0.9372
india,g2_0611.tif,3057,3.231,1.3803
india,g2_0611.tif,3058,3.768,1.4441
india,g2_0611.tif,3059,3.768,1.366
india,g2_0611.tif,3060,10.905,1.3689
india,g2_0611.tif,3061,6.469,1.0359
india,g2_0617.tif,3087,5.461,0.8687
india,g2_0617.tif,3088,3.768,0.7286
india,g2_0617.tif,3089,6.258,0.9471
india,g2_0617.tif,3090,3.768,0.7393
india,g2_0617.tif,3091,4.397,1.0602
india,g2_0631.tif,3157,2.107,0.974
india,g2_0631.tif,3158,1.82,0.8456
india,g2_0631.tif,3159,1.109,0.6247
india,g2_0631.tif,3160,2.107,0.9888
india,g2_0631.tif,3161,2.107,0.9229
india,g2_0640.tif,3202,7.533,1.4693
india,g2_0640.tif,3203,6.775,1.4428
india,g2_0640.tif,3204,3.034,1.7056
india,g2_0640.tif,3205,3.034,2.2095
india,g2_0640.tif,3206,3.231,1.761
india,g2_0648.tif,3242,14.598,0.8553
india,g2_0648.tif,3243,13.545,0.8675
india,g2_0648.tif,3244,15.898,1.0817
india,g2_0648.tif,3245,9.177,1.0212
india,g2_0648.tif,3246,9.177,1.1534
india,g2_0667.tif,3337,3.034,1.1089
india,g2_0667.tif,3338,1.82,1.0704
india,g2_0667.tif,3339,3.034,1.0649
india,g2_0667.tif,3340,2.825,0.9214
india,g2_0667.tif,3341,4.247,1.1092
india,g2_0671.tif,3357,9.101,1.0212
india,g2_0671.tif,3358,5.461,1.206
india,g2_0671.tif,3359,6.469,1.1093
india,g2_0671.tif,3360,9.101,1.0046
india,g2_0671.tif,3361,9.101,1.453
india,g2_0694.tif,3472,2.825,1.3237
india,g2_0694.tif,3473,1.82,1.1446
india,g2_0694.tif,3474,2.107,0.9475
india,g2_0694.tif,3475,2.107,1.1601
india,g2_0694.tif,3476,3.034,1.2209
india,g2_0698.tif,3492,6.469,0.5816
india,g2_0698.tif,3493,5.928,0.9508
india,g2_0698.tif,3494,5.461,0.7049
india,g2_0698.tif,3495,5.581,0.8208
india,g2_0698.tif,3496,5.461,1.3951
india,g2_0702.tif,3512,4.397,0.9857
india,g2_0702.tif,3513,6.775,1.2081
india,g2_0702.tif,3514,4.397,1.1155
india,g2_0702.tif,3515,7.888,0.8311
india,g2_0702.tif,3516,4.82,1.1134
india,g2_0714.tif,3572,3.768,2.7185
india,g2_0714.tif,3573,7.068,2.1631
india,g2_0714.tif,3574,6.469,1.55
india,g2_0714.tif,3575,6.469,1.9775
india,g2_0714.tif,3576,5.581,1.4317
india,g2_0729.tif,3647,4.247,1.4802
india,g2_0729.tif,3648,4.397,1.3205
india,g2_0729.tif,3649,4.397,1.0228
india,g2_0729.tif,3650,4.397,1.2636
india,g2_0729.tif,3651,5.461,1.2669
india,g2_0733.tif,3667,6.674,0.7385
india,g2_0733.tif,3668,5.581,0.7572
india,g2_0733.tif,3669,4.247,1.0047
india,g2_0733.tif,3670,3.768,0.7838
india,g2_0733.tif,3671,4.247,0.7395
india,g2_0756.tif,3782,3.231,0.8437
india,g2_0756.tif,3783,3.034,1.1894
india,g2_0756.tif,3784,3.768,0.8532
india,g2_0756.tif,3785,2.825,0.7789
india,g2_0756.tif,3786,3.768,0.9411
india,g2_0769.tif,3847,8.227,1.0977
india,g2_0769.tif,3848,4.247,1.2519
india,g2_0769.tif,3849,7.888,1.0125
india,g2_0769.tif,3850,6.674,0.9339
india,g2_0769.tif,3851,6.674,0.7091
india,g2_0782.tif,3912,3.034,1.8962
india,g2_0782.tif,3913,2.107,1.5579
india,g2_0782.tif,3914,4.247,1.0091
india,g2_0782.tif,3915,3.231,1.1199
india,g2_0782.tif,3916,7.533,0.7622
india,g2_0810.tif,4047,4.247,0.7578
india,g2_0810.tif,4048,4.247,0.888
india,g2_0810.tif,4049,3.034,0.8742
india,g2_0810.tif,4050,6.674,1.1149
india,g2_0810.tif,4051,10.581,1.2089
india,g2_0812.tif,4057,4.247,1.2433
india,g2_0812.tif,4058,5.461,1.6077
india,g2_0812.tif,4059,6.674,1.2218
india,g2_0812.tif,4060,5.461,1.0102
india,g2_0812.tif,4061,4.397,1.5237
india,g2_0818.tif,4087,4.247,1.0636
india,g2_0818.tif,4088,4.542,0.9496
india,g2_0818.tif,4089,2.825,1.1074
india,g2_0818.tif,4090,5.461,0.9995
india,g2_0818.tif,4091,4.542,1.3812
india,g2_0821.tif,4102,4.397,1.3977
india,g2_0821.tif,4103,4.397,1.0442
india,g2_0821.tif,4104,3.034,1.014
india,g2_0821.tif,4105,3.231,0.8483
india,g2_0821.tif,4106,4.247,0.8476
india,g2_0831.tif,4152,11.528,1.2412
india,g2_0831.tif,4153,15.674,1.2595
india,g2_0831.tif,4154,10.581,1.3132
india,g2_0831.tif,4155,7.888,1.4637
india,g2_0831.tif,4156,19.147,1.5584
india,g2_0847.tif,4232,7.888,1.3647
india,g2_0847.tif,4233,7.888,1.5852
india,g2_0847.tif,4234,7.974,1.5329
india,g2_0847.tif,4235,11.345,1.522
india,g2_0847.tif,4236,5.461,1.7284
india,g2_0850.tif,4247,8.635,1.2487
india,g2_0850.tif,4248,9.101,0.89
india,g2_0850.tif,4249,6.674,1.1832
india,g2_0850.tif,4250,6.674,1.6464
india,g2_0850.tif,4251,13.955,1.2789
india,g2_0851.tif,4252,3.231,1.4359
india,g2_0851.tif,4253,2.107,1.4403
india,g2_0851.tif,4254,2.107,1.0525
india,g2_0851.tif,4255,2.107,0.9761
india,g2_0851.tif,4256,2.825,1.1104
india,g2_0855.tif,4272,5.461,1.4695
india,g2_0855.tif,4273,10.315,0.9451
india,g2_0855.tif,4274,6.674,0.9691
india,g2_0855.tif,4275,5.461,0.9458
india,g2_0855.tif,4276,6.674,0.7996
india,g2_0857.tif,4282,7.068,1.2107
india,g2_0857.tif,4283,6.469,1.5681
india,g2_0857.tif,4284,7.533,1.1903
india,g2_0857.tif,4285,4.247,1.198
india,g2_0857.tif,4286,3.034,1.0375
india,g2_0859.tif,4292,3.768,1.7201
india,g2_0859.tif,4293,3.768,1.2064
india,g2_0859.tif,4294,6.674,0.8953
india,g2_0859.tif,4295,3.034,1.7656
india,g2_0859.tif,4296,5.461,1.2583
india,g2_0870.tif,4347,3.768,1.3247
india,g2_0870.tif,4348,3.768,1.0058
india,g2_0870.tif,4349,2.107,0.6931
india,g2_0870.tif,4350,2.107,0.823
india,g2_0870.tif,4351,2.107,0.9719
india,g2_0876.tif,4377,2.107,1.0264
india,g2_0876.tif,4378,1.82,0.9257
india,g2_0876.tif,4379,1.109,1.0794
india,g2_0876.tif,4380,1.82,1.3006
india,g2_0876.tif,4381,2.825,1.432
india,g2_0882.tif,4407,7.533,1.3323
india,g2_0882.tif,4408,7.068,1.1306
india,g2_0882.tif,4409,10.581,1.1071
india,g2_0882.tif,4410,9.177,1.5065
india,g2_0882.tif,4411,7.068,1.3054
india,g2_0895.tif,4472,1.82,1.1456
india,g2_0895.tif,4473,2.107,1.0668
india,g2_0895.tif,4474,1.82,1.0434
india,g2_0895.tif,4475,3.034,1.264
india,g2_0895.tif,4476,3.034,0.969
india,g2_0897.tif,4482,2.107,1.2778
india,g2_0897.tif,4483,1.82,0.8137
india,g2_0897.tif,4484,1.109,0.995
india,g2_0897.tif,4485,1.82,1.1503
india,g2_0897.tif,4486,3.034,1.2828
india,g2_0900.tif,4497,4.247,0.7372
india,g2_0900.tif,4498,4.247,1.1784
india,g2_0900.tif,4499,3.034,0.9978
india,g2_0900.tif,4500,6.674,1.3499
india,g2_0900.tif,4501,4.542,1.1902
india,g2_0901.tif,4502,4.82,1.3787
india,g2_0901.tif,4503,3.034,1.2014
india,g2_0901.tif,4504,1.82,0.9223
india,g2_0901.tif,4505,5.581,1.323
india,g2_0901.tif,4506,5.461,1.143
india,g2_0914.tif,4567,4.247,1.4575
india,g2_0914.tif,4568,1.82,1.0238
india,g2_0914.tif,4569,4.247,1.405
india,g2_0914.tif,4570,1.82,1.1212
india,g2_0914.tif,4571,3.034,0.9263
india,g2_0924.tif,4617,11.345,1.1975
india,g2_0924.tif,4618,7.068,1.358
india,g2_0924.tif,4619,4.247,0.9812
india,g2_0924.tif,4620,6.674,1.167
india,g2_0924.tif,4621,11.768,0.9684
india,g2_0942.tif,4707,1.82,1.1595
india,g2_0942.tif,4708,1.109,1.1017
india,g2_0942.tif,4709,1.82,0.5713
india,g2_0942.tif,4710,1.82,0.6076
india,g2_0942.tif,4711,1.82,0.8314
india,g2_0947.tif,4732,3.768,1.0363
india,g2_0947.tif,4733,3.034,0.9245
india,g2_0947.tif,4734,1.82,0.8913
india,g2_0947.tif,4735,3.034,1.1467
india,g2_0947.tif,4736,3.768,1.2114
india,g2_0949.tif,4742,7.068,0.7217
india,g2_0949.tif,4743,5.461,0.8758
india,g2_0949.tif,4744,6.674,0.8546
india,g2_0949.tif,4745,4.82,0.9666
india,g2_0949.tif,4746,6.674,1.0482
india,g2_0953.tif,4762,4.247,0.8104
india,g2_0953.tif,4763,5.461,0.8263
india,g2_0953.tif,4764,3.034,0.8114
india,g2_0953.tif,4765,4.247,0.7258
india,g2_0953.tif,4766,4.542,0.9523
india,g2_0971.tif,4852,4.247,1.7947
india,g2_0971.tif,4853,4.247,1.4407
india,g2_0971.tif,4854,5.461,1.1736
india,g2_0971.tif,4855,7.888,1.572
india,g2_0971.tif,4856,7.888,1.3849
india,g2_0976.tif,4877,7.888,1.2721
india,g2_0976.tif,4878,6.775,1.2401
india,g2_0976.tif,4879,4.82,1.0572
india,g2_0976.tif,4880,5.461,1.3163
india,g2_0976.tif,4881,3.231,1.3405
india,g2_0995.tif,4972,3.034,0.7534
india,g2_0995.tif,4973,3.231,1.1642
india,g2_0995.tif,4974,3.034,0.9529
india,g2_0995.tif,4975,3.034,0.9753
india,g2_0995.tif,4976,2.107,0.8905
india,g2_1001.tif,5002,2.825,1.1215
india,g2_1001.tif,5003,2.107,1.217
india,g2_1001.tif,5004,3.768,1.1229
india,g2_1001.tif,5005,2.825,1.1935
india,g2_1001.tif,5006,3.034,1.1308
india,g2_1016.tif,5077,5.461,1.3335
india,g2_1016.tif,5078,2.107,1.2508
india,g2_1016.tif,5079,1.82,1.2939
india,g2_1016.tif,5080,4.542,1.2559
india,g2_1016.tif,5081,5.928,1.0827
india,g2_1017.tif,5082,3.768,0.9709
india,g2_1017.tif,5083,3.231,1.0654
india,g2_1017.tif,5084,5.928,0.6644
india,g2_1017.tif,5085,3.034,0.8979
india,g2_1017.tif,5086,5.928,0.765
india,g2_1022.tif,5107,9.177,1.2982
india,g2_1022.tif,5108,5.461,1.0678
india,g2_1022.tif,5109,7.533,1.2489
india,g2_1022.tif,5110,3.768,1.0273
india,g2_1022.tif,5111,3.768,1.243
india,g2_1030.tif,5147,3.231,0.8941
india,g2_1030.tif,5148,2.825,1.1882
india,g2_1030.tif,5149,2.825,1.0915
india,g2_1030.tif,5150,3.034,1.3273
india,g2_1030.tif,5151,4.82,1.6904
india,g2_1043.tif,5212,5.928,1.0117
india,g2_1043.tif,5213,5.581,0.9843
india,g2_1043.tif,5214,5.461,1.3841
india,g2_1043.tif,5215,5.928,1.1495
india,g2_1043.tif,5216,5.581,1.2781
india,g2_1053.tif,5262,7.163,1.4813
india,g2_1053.tif,5263,3.768,1.2769
india,g2_1053.tif,5264,5.928,1.6305
india,g2_1053.tif,5265,3.768,1.4034
india,g2_1053.tif,5266,3.231,0.8728
india,g2_1056.tif,5277,3.231,0.6049
india,g2_1056.tif,5278,1.82,1.4857
india,g2_1056.tif,5279,1.82,0.8822
india,g2_1056.tif,5280,2.107,1.2484
india,g2_1056.tif,5281,1.82,0.9329
india,g2_1060.tif,5297,4.247,0.9997
india,g2_1060.tif,5298,3.231,1.0135
india,g2_1060.tif,5299,4.247,0.86
india,g2_1060.tif,5300,3.231,1.0973
india,g2_1060.tif,5301,4.397,0.803
india,g2_1062.tif,5307,14.056,1.5589
india,g2_1062.tif,5308,11.528,1.6843
india,g2_1062.tif,5309,12.741,1.9504
india,g2_1062.tif,5310,3.231,3.8449
india,g2_1062.tif,5311,10.247,1.2485
india,g2_1073.tif,5362,4.397,1.3212
india,g2_1073.tif,5363,3.768,0.9473
india,g2_1073.tif,5364,4.247,1.0621
india,g2_1073.tif,5365,3.231,1.0409
india,g2_1073.tif,5366,4.397,1.0971
india,g2_1090.tif,5447,5.928,1.268
india,g2_1090.tif,5448,4.82,1.0898
india,g2_1090.tif,5449,4.397,1.1932
india,g2_1090.tif,5450,9.761,1.2764
india,g2_1090.tif,5451,11.345,1.2406
india,g2_1092.tif,5457,3.231,1.2731
india,g2_1092.tif,5458,4.247,1.595
india,g2_1092.tif,5459,3.231,0.9099
india,g2_1092.tif,5460,3.768,1.1256
india,g2_1092.tif,5461,3.768,1.8602
