aoi_id,district,state,split
g0_0626,Kurnool,Andhra Pradesh,train
g0_0627,Nabarangapur,Odisha,train
g0_0628,Bastar,Chhattīsgarh,test
g0_0629,Malkangiri,Odisha,test
g1_0630,Visakhapatnam,Andhra Pradesh,train
g2_0631,Rewa,Madhya Pradesh,test
g3_0632,Sipahijula,Tripura,train
g0_0633,Sangli,Mahārāshtra,test
g2_0634,Barmer,Rājasthān,val
g0_0635,Vikarabad,Telangāna,train
g2_0636,Barmer,Rājasthān,val
g0_0637,Amravati,Mahārāshtra,val
g2_0638,Bikaner,Rājasthān,val
g0_0639,Akola,Mahārāshtra,val
g2_0640,Bundi,Rājasthān,test
g3_0641,Lohit,Arunāchal Pradesh,train
g2_0642,Jaisalmer,Rājasthān,val
g2_0643,Jaisalmer,Rājasthān,val
g2_0644,Jaisalmer,Rājasthān,train
g3_0645,Tinsukia,Assam,train
g0_0646,East Godavari,Andhra Pradesh,train
g3_0647,Papum Pare,Arunāchal Pradesh,train
g2_0648,Jodhpur,Rājasthān,test
g2_0649,Jodhpur,Rājasthān,train
g0_0650,Guntur,Andhra Pradesh,test
g2_0651,Pratapgarh,Uttar Pradesh,train
g2_0652,Farrukhabad,Uttar Pradesh,train
g2_0653,Bhilwara,Rājasthān,train
g2_0654,Jaisalmer,Rājasthān,train
g2_0655,Aravali,Gujarāt,train
g3_0656,Lower Dibang Valley,Arunāchal Pradesh,none
g2_0657,Bhiwani,Haryāna,val
g3_0658,Barpeta,Assam,train
g0_0659,Jalgaon,Mahārāshtra,train
g3_0660,Jashpur,Chhattīsgarh,train
g2_0661,Barmer,Rājasthān,val
g2_0662,Jalor,Rājasthān,val
g0_0663,Hassan,Karnātaka,train
g3_0664,Sonbhadra,Uttar Pradesh,val
g0_0665,Anantapur,Andhra Pradesh,train
g3_0666,Sitamarhi,Bihār,val
g2_0667,Rewa,Madhya Pradesh,test
g0_0668,Gulbarga,Karnātaka,train
g2_0669,Bikaner,Rājasthān,train
g2_0670,Jabalpur,Madhya Pradesh,train
g2_0671,Churu,Rājasthān,test
g3_0672,Palamu,Jhārkhand,test
g2_0673,Faridkot,Punjab,train
g2_0674,Ludhiana,Punjab,val
g0_0675,Khargone (West Nimar),Madhya Pradesh,train
g3_0676,Chandauli,Uttar Pradesh,train
g0_0677,Ahmadnagar,Mahārāshtra,train
g2_0678,Sirohi,Rājasthān,val
g0_0679,Kurnool,Andhra Pradesh,train
g0_0680,Dharwad,Karnātaka,train
g0_0681,Buldana,Mahārāshtra,train
g0_0682,Washim,Mahārāshtra,train
g3_0683,Birbhum,West Bengal,train
g0_0684,Ahmadnagar,Mahārāshtra,train
g1_0685,Kendujhar,Odisha,train
g3_0686,Supaul,Bihār,train
g0_0687,Mandya,Karnātaka,val
g3_0688,Dakshin Dinajpur,West Bengal,test
g3_0689,Banka,Bihār,train
g2_0690,Katni,Madhya Pradesh,train
g0_0691,Bhavnagar,Gujarāt,none
g3_0692,Nagaon,Assam,train
g3_0693,Sitamarhi,Bihār,train
g2_0694,Harda,Madhya Pradesh,test
g2_0695,Kachchh,Gujarāt,val
g0_0696,Chittoor,Andhra Pradesh,test
g3_0697,Nawada,Bihār,val
g2_0698,Jodhpur,Rājasthān,test
g2_0699,Mainpuri,Uttar Pradesh,val
g1_0700,Baleshwar,Odisha,train
g2_0701,Barmer,Rājasthān,train
g2_0702,Dhaulpur,Rājasthān,test
g2_0703,Chhindwara,Madhya Pradesh,train
g0_0704,Davanagere,Karnātaka,train
g0_0705,Anantapur,Andhra Pradesh,test
g0_0706,Aurangabad,Mahārāshtra,train
g0_0707,Khandwa (East Nimar),Madhya Pradesh,val
g0_0708,Latur,Mahārāshtra,train
g2_0709,Seoni,Madhya Pradesh,train
g0_0710,Krishna,Andhra Pradesh,test
g2_0711,Ludhiana,Punjab,val
g2_0712,Chittaurgarh,Rājasthān,train
g3_0713,Gaya,Bihār,test
g2_0714,Hoshangabad,Madhya Pradesh,test
g0_0715,Solapur,Mahārāshtra,train
g2_0716,Kanpur Nagar,Uttar Pradesh,train
g0_0717,Tapi,Gujarāt,train
g2_0718,Gurdaspur,Punjab,train
g0_0719,Buldana,Mahārāshtra,train
g2_0720,Jhalawar,Rājasthān,train
g0_0721,Nandurbar,Mahārāshtra,train
g3_0722,Korba,Chhattīsgarh,train
g0_0723,Buldana,Mahārāshtra,train
g0_0724,Thiruvarur,Tamil Nādu,test
g0_0725,Cuddalore,Tamil Nādu,train
g3_0726,Darbhanga,Bihār,train
g2_0727,Kachchh,Gujarāt,train
g0_0728,Yavatmal,Mahārāshtra,val
g2_0729,Mahoba,Uttar Pradesh,test
g1_0730,Baloda Bazar,Chhattīsgarh,test
g0_0731,Davanagere,Karnātaka,train
g0_0732,East Godavari,Andhra Pradesh,train
g2_0733,Jhunjhunun,Rājasthān,test
g0_0734,Osmanabad,Mahārāshtra,train
g3_0735,Birbhum,West Bengal,train
g0_0736,Tumkur,Karnātaka,val
g0_0737,Prakasam,Andhra Pradesh,test
g0_0738,Gondiya,Mahārāshtra,train
g0_0739,Yavatmal,Mahārāshtra,val
g2_0740,Mandsaur,Madhya Pradesh,train
g3_0741,Ballia,Uttar Pradesh,test
g2_0742,Balrampur,Uttar Pradesh,train
g2_0743,Ajmer,Rājasthān,train
g0_0744,Yadgir,Karnātaka,train
g0_0745,Davanagere,Karnātaka,train
g2_0746,Sagar,Madhya Pradesh,val
g3_0747,South Twenty Four Parganas,West Bengal,train
g2_0748,Chittaurgarh,Rājasthān,train
g0_0749,Tiruvannamalai,Tamil Nādu,val
g2_0750,Jhalawar,Rājasthān,train
g3_0751,Banka,Bihār,train
g0_0752,Chandrapur,Mahārāshtra,val
g2_0753,Vidisha,Madhya Pradesh,val
g1_0754,Ganjam,Odisha,train
g3_0755,Nawada,Bihār,val
g2_0756,Hamirpur,Uttar Pradesh,test
g0_0757,Parbhani,Mahārāshtra,train
g2_0758,Nagaur,Rājasthān,train
g0_0759,Tirupathur,Tamil Nādu,val
g0_0760,Pudukkottai,Tamil Nādu,val
g3_0761,Purba Champaran,Bihār,val
g2_0762,Shahjahanpur,Uttar Pradesh,train
g3_0763,Sonitpur,Assam,train
g3_0764,Janjgir-Champa,Chhattīsgarh,train
g2_0765,Bikaner,Rājasthān,train
g0_0766,Sangli,Mahārāshtra,val
g0_0767,Parbhani,Mahārāshtra,train
g0_0768,Akola,Mahārāshtra,val
g2_0769,Jhunjhunun,Rājasthān,test
g0_0770,Jalgaon,Mahārāshtra,train
g0_0771,Jalgaon,Mahārāshtra,train
g0_0772,Buldana,Mahārāshtra,train
g0_0773,Osmanabad,Mahārāshtra,test
g0_0774,Hassan,Karnātaka,train
g1_0775,Balangir,Odisha,test
g0_0776,Washim,Mahārāshtra,train
g0_0777,Nabarangapur,Odisha,train
g2_0778,Hapur,Uttar Pradesh,train
g2_0779,Rae Bareli,Uttar Pradesh,train
g3_0780,Mayurbhanj,Odisha,train
g3_0781,Pashchimi Singhbhum,Jhārkhand,test
g2_0782,Pratapgarh,Uttar Pradesh,test
g3_0783,Ballia,Uttar Pradesh,test
g2_0784,Kapurthala,Punjab,train
g3_0785,Bankura,West Bengal,train
g0_0786,Bijapur,Karnātaka,train
g3_0787,Hugli,West Bengal,train
g2_0789,Patiala,Punjab,val
g2_0790,Jalandhar,Punjab,train
g0_0791,Yadgir,Karnātaka,train
g0_0792,Tiruchirappalli,Tamil Nādu,test
g0_0793,Karur,Tamil Nādu,train
g3_0794,Jaunpur,Uttar Pradesh,train
g2_0795,Bhopal,Madhya Pradesh,val
g2_0796,Agra,Uttar Pradesh,none
g2_0797,Pali,Rājasthān,val
g0_0798,Nashik,Mahārāshtra,train
g0_0799,Ahmadnagar,Mahārāshtra,train
g2_0800,Sangrur,Punjab,val
g3_0801,Deoghar,Jhārkhand,train
g0_0802,Suryapet,Telangāna,train
g0_0803,Ranipet,Tamil Nādu,test
g0_0804,Anantapur,Andhra Pradesh,val
g1_0805,Bhadrak,Odisha,train
g0_0806,Amravati,Mahārāshtra,val
g0_0807,Bastar,Chhattīsgarh,test
g0_0808,Guntur,Andhra Pradesh,test
g0_0809,Satara,Mahārāshtra,val
g2_0810,Mandsaur,Madhya Pradesh,test
g2_0811,Bhiwani,Haryāna,val
g2_0812,Sirsa,Haryāna,test
g2_0813,Anuppur,Madhya Pradesh,train
g1_0814,Kalahandi,Odisha,train
g2_0815,Indore,Madhya Pradesh,train
g0_0816,Gulbarga,Karnātaka,train
g1_0817,Srikakulam,Andhra Pradesh,test
g2_0818,Bundi,Rājasthān,test
g0_0819,Kondagaon,Chhattīsgarh,train
g2_0820,Bhopal,Madhya Pradesh,val
g2_0821,Alwar,Rājasthān,test
g0_0822,Rangareddy,Telangāna,train
g0_0823,Koppal,Karnātaka,train
g2_0824,Amritsar,Punjab,train
g0_0825,Bellary,Karnātaka,train
g2_0826,Sangrur,Punjab,val
g3_0827,Purbi Singhbhum,Jhārkhand,train
g1_0828,Visakhapatnam,Andhra Pradesh,train
g3_0829,Azamgarh,Uttar Pradesh,train
g2_0830,Bhiwani,Haryāna,val
g2_0831,Hanumangarh,Rājasthān,test
g2_0832,Ujjain,Madhya Pradesh,train
g0_0833,Chitradurga,Karnātaka,train
g0_0834,Washim,Mahārāshtra,train
g0_0835,Bijapur,Karnātaka,train
g3_0836,Madhubani,Bihār,train
g2_0837,Morena,Madhya Pradesh,val
g0_0838,Betul,Madhya Pradesh,val
g3_0839,Puruliya,West Bengal,train
g1_0840,Jagatsinghapur,Odisha,train
g0_0841,Dhule,Mahārāshtra,train
g3_0842,Mirzapur,Uttar Pradesh,train
g3_0843,Garhwa,Jhārkhand,val
g2_0844,Jalandhar,Punjab,train
g0_0845,Kurnool,Andhra Pradesh,train
g0_0846,Nalgonda,Telangāna,train
g2_0847,Chittaurgarh,Rājasthān,test
g2_0848,Chhatarpur,Madhya Pradesh,train
g2_0849,Alwar,Rājasthān,train
g2_0850,Surendranagar,Gujarāt,test
g2_0851,Alwar,Rājasthān,test
g3_0852,Barddhaman,West Bengal,train
g0_0853,Tiruvannamalai,Tamil Nādu,train
g0_0854,Aurangabad,Mahārāshtra,train
g2_0855,Gwalior,Madhya Pradesh,test
g0_0856,Buldana,Mahārāshtra,train
g2_0857,Neemuch,Madhya Pradesh,test
g0_0858,Bid,Mahārāshtra,train
g2_0859,Chittaurgarh,Rājasthān,test
g2_0860,Seoni,Madhya Pradesh,train
g2_0861,Jalor,Rājasthān,val
g2_0862,Kheri,Uttar Pradesh,val
g0_0863,Jalgaon,Mahārāshtra,train
g0_0864,Bijapur,Karnātaka,train
g2_0865,Sagar,Madhya Pradesh,val
g2_0866,Kheri,Uttar Pradesh,val
g2_0867,Pathankot,Punjab,train
g0_0868,Kurnool,Andhra Pradesh,train
g2_0869,Meerut,Uttar Pradesh,train
g2_0870,Nainital,Uttarākhand,test
g2_0871,Seoni,Madhya Pradesh,train
g0_0872,Gondiya,Mahārāshtra,train
g2_0873,Etah,Uttar Pradesh,train
g0_0874,Bhadradri,Telangāna,train
g1_0875,Baleshwar,Odisha,train
g2_0876,Sidhi,Madhya Pradesh,test
g2_0877,Mandla,Madhya Pradesh,train
g2_0878,Gaurella Pendra Marwahi,Chhattīsgarh,train
g0_0879,Jamnagar,Gujarāt,test
g2_0880,Patiala,Punjab,val
g2_0881,Barwani,Madhya Pradesh,train
g2_0882,Rewa,Madhya Pradesh,test
g2_0883,Barwani,Madhya Pradesh,train
g1_0884,Ganjam,Odisha,train
g3_0885,Paschim Medinipur,West Bengal,train
g0_0886,Ramanathapuram,Tamil Nādu,val
g2_0887,Barmer,Rājasthān,train
g3_0888,Mayurbhanj,Odisha,none
g0_0889,Parbhani,Mahārāshtra,train
g1_0890,Baloda Bazar,Chhattīsgarh,test
g2_0891,Saharanpur,Uttar Pradesh,train
g2_0892,Panna,Madhya Pradesh,train
g2_0893,Fazilka,Punjab,train
g2_0894,Sahibzada Ajit Singh Nagar,Punjab,val
g2_0895,Jaunpur,Uttar Pradesh,test
g2_0896,North West,Delhi,train
g2_0897,Allahabad,Uttar Pradesh,test
g0_0898,Kadapa(YSR),Andhra Pradesh,train
g3_0899,Janjgir-Champa,Chhattīsgarh,train
g2_0900,Pratapgarh,Uttar Pradesh,test
g2_0901,Gandhinagar,Gujarāt,test
g0_0902,Mysore,Karnātaka,train
g1_0903,Puri,Odisha,train
g2_0904,Udaipur,Rājasthān,train
g0_0905,Mysore,Karnātaka,train
g0_0906,Chengalputtu,Tamil Nādu,train
g0_0907,Parbhani,Mahārāshtra,train
g3_0908,Garhwa,Jhārkhand,val
g0_0909,Nashik,Mahārāshtra,train
g0_0910,Nagpur,Mahārāshtra,train
g3_0911,Surguja,Chhattīsgarh,train
g0_0912,Bellary,Karnātaka,train
g2_0913,Jhalawar,Rājasthān,train
g2_0914,Betul,Madhya Pradesh,test
g2_0915,Vidisha,Madhya Pradesh,none
g2_0916,Lucknow,Uttar Pradesh,train
g0_0917,Ahmadnagar,Mahārāshtra,train
g2_0918,Jhabua,Madhya Pradesh,train
g0_0919,Vellore,Tamil Nādu,val
g2_0920,Saharanpur,Uttar Pradesh,train
g2_0921,Bahraich,Uttar Pradesh,train
g0_0922,Amravati,Mahārāshtra,val
g3_0923,Biswanath,Assam,train
g2_0924,Jodhpur,Rājasthān,test
g2_0925,Moga,Punjab,train
g3_0926,Pashchimi Singhbhum,Jhārkhand,test
g2_0927,Nagaur,Rājasthān,train
g0_0928,Amravati,Mahārāshtra,val
g0_0929,Nagarkurnool,Telangāna,train
g3_0930,Gorakhpur,Uttar Pradesh,train
g0_0931,Burhanpur,Madhya Pradesh,train
g2_0932,Dohad,Gujarāt,train
g0_0933,Siddipet,Telangāna,train
g0_0934,Krishna,Andhra Pradesh,train
g0_0935,Nagpur,Mahārāshtra,train
g2_0936,Narsimhapur,Madhya Pradesh,train
g2_0937,Hoshiarpur,Punjab,train
g2_0938,Dehradun,Uttarākhand,none
g2_0939,Ludhiana,Punjab,val
g0_0940,Solapur,Mahārāshtra,val
g0_0941,Gadag,Karnātaka,train
g2_0942,Sidhi,Madhya Pradesh,test
g0_0943,Prakasam,Andhra Pradesh,test
g1_0944,Vizianagaram,Andhra Pradesh,train
g0_0945,Gulbarga,Karnātaka,train
g1_0946,Khordha,Odisha,train
g2_0947,Rewa,Madhya Pradesh,test
g0_0948,Rangareddy,Telangāna,train
g2_0949,Neemuch,Madhya Pradesh,test
g0_0950,Bangalore,Karnātaka,train
g1_0951,Mayurbhanj,Odisha,train
g3_0952,Karimganj,Assam,train
g2_0953,Morena,Madhya Pradesh,test
g0_0954,Bhandara,Mahārāshtra,train
g3_0955,Buxar,Bihār,test
g0_0956,Namakkal,Tamil Nādu,none
g0_0957,Guntur,Andhra Pradesh,test
g2_0958,Devbhumi Dwarka,Gujarāt,train
g1_0959,Kendujhar,Odisha,train
g3_0960,Hugli,West Bengal,train
g0_0961,Prakasam,Andhra Pradesh,val
g1_0962,Nuapada,Odisha,train
g0_0963,Nashik,Mahārāshtra,train
g0_0964,Bidar,Karnātaka,train
g2_0965,Muktsar,Punjab,train
g0_0966,Belgaum,Karnātaka,train
g0_0967,Surat,Gujarāt,train
g2_0968,Chhindwara,Madhya Pradesh,train
g0_0969,Nagpur,Mahārāshtra,train
g2_0970,Jhajjar,Haryāna,val
g2_0971,Ganganagar,Rājasthān,test
g1_0972,Kendrapara,Odisha,train
g2_0973,Betul,Madhya Pradesh,val
g2_0974,Bikaner,Rājasthān,train
g3_0975,Siddharthnagar,Uttar Pradesh,train
g2_0976,Mandsaur,Madhya Pradesh,test
g0_0977,Shimoga,Karnātaka,train
g0_0978,Akola,Mahārāshtra,val
g0_0979,Krishna,Andhra Pradesh,test
g0_0980,Palghar,Mahārāshtra,train
g0_0981,Nalgonda,Telangāna,train
g1_0982,Jajapur,Odisha,train
g0_0983,Jalgaon,Mahārāshtra,train
g2_0984,Baghpat,Uttar Pradesh,train
g0_0985,Chikkaballapura,Karnātaka,val
g3_0986,Koch Bihar,West Bengal,train
g0_0987,Ahmadnagar,Mahārāshtra,train
g2_0988,Dindori,Madhya Pradesh,train
g3_0989,Pakur,Jhārkhand,train
g0_0990,Amravati,Mahārāshtra,val
g1_0991,Kendrapara,Odisha,train
g2_0992,Saharanpur,Uttar Pradesh,train
g3_0993,Madhepura,Bihār,train
g0_0994,Kondagaon,Chhattīsgarh,train
g2_0995,Mahisagar,Gujarāt,test
g2_0996,Nagaur,Rājasthān,train
g0_0997,Tenkasi,Tamil Nādu,train
g0_0998,Nashik,Mahārāshtra,train
g2_0999,Alwar,Rājasthān,train
g2_1000,Unnao,Uttar Pradesh,train
g2_1001,Bharatpur,Rājasthān,test
g0_1002,Kadapa(YSR),Andhra Pradesh,train
g3_1003,Sundargarh,Odisha,test
g2_1004,Balaghat,Madhya Pradesh,train
g0_1005,Gulbarga,Karnātaka,test
g0_1006,Kadapa(YSR),Andhra Pradesh,train
g0_1007,Gondiya,Mahārāshtra,train
g3_1008,Paschim Medinipur,West Bengal,train
g2_1009,Seoni,Madhya Pradesh,train
g0_1010,Kadapa(YSR),Andhra Pradesh,train
g2_1011,Sambhal,Uttar Pradesh,train
g1_1012,Vizianagaram,Andhra Pradesh,test
g2_1013,Ajmer,Rājasthān,train
g3_1014,Barddhaman,West Bengal,train
g0_1015,Gulbarga,Karnātaka,train
g2_1016,Bharatpur,Rājasthān,test
g2_1017,Fatehpur,Uttar Pradesh,test
g0_1018,Kurnool,Andhra Pradesh,none
g3_1019,Bokaro,Jhārkhand,train
g2_1020,Bulandshahr,Uttar Pradesh,train
g0_1021,Shimoga,Karnātaka,train
g2_1022,Kheda,Gujarāt,test
g2_1023,Fazilka,Punjab,train
g0_1024,Amreli,Gujarāt,train
g0_1025,Kamareddy,Telangāna,train
g0_1026,Ahmadnagar,Mahārāshtra,train
g0_1027,Bhavnagar,Gujarāt,train
g3_1028,Koriya,Chhattīsgarh,train
g3_1029,North Twenty Four Parganas,West Bengal,train
g2_1030,Agra,Uttar Pradesh,test
g0_1031,Chandrapur,Mahārāshtra,val
g0_1032,Bid,Mahārāshtra,train
g0_1033,Mahabubabad,Telangāna,train
g1_1034,Cuttack,Odisha,train
g0_1035,Kondagaon,Chhattīsgarh,train
g1_1036,Srikakulam,Andhra Pradesh,train
g3_1037,Surguja,Chhattīsgarh,train
g0_1038,Bagalkot,Karnātaka,train
g3_1039,Mahrajganj,Uttar Pradesh,train
g0_1040,Dhamtari,Chhattīsgarh,train
g0_1041,Belgaum,Karnātaka,train
g3_1042,Munger,Bihār,val
g2_1043,Dausa,Rājasthān,test
g0_1044,Anantapur,Andhra Pradesh,train
g3_1045,Banka,Bihār,train
g0_1046,Janjgir-Champa,Chhattīsgarh,train
g0_1047,Kolhapur,Mahārāshtra,train
g0_1048,Adilabad,Telangāna,val
g0_1049,Mysore,Karnātaka,train
g0_1050,Ahmadnagar,Mahārāshtra,train
g0_1051,Osmanabad,Mahārāshtra,train
g0_1052,Bellary,Karnātaka,train
g2_1053,Ratlam,Madhya Pradesh,test
g1_1054,Puri,Odisha,train
g3_1055,Bankura,West Bengal,train
g2_1056,Sidhi,Madhya Pradesh,test
g2_1057,Ajmer,Rājasthān,train
g0_1058,Sri Potti Sriramulu Nellore,Andhra Pradesh,train
g0_1059,Amravati,Mahārāshtra,train
g2_1060,Bharatpur,Rājasthān,test
g0_1061,Solapur,Mahārāshtra,train
g2_1062,Jamnagar,Gujarāt,test
g0_1063,Nirmal,Telangāna,train
g2_1064,Lalitpur,Uttar Pradesh,val
g0_1065,Navsari,Gujarāt,train
g0_1066,Belgaum,Karnātaka,train
g2_1067,Bilaspur,Chhattīsgarh,train
g2_1068,Katni,Madhya Pradesh,train
g3_1069,Jaunpur,Uttar Pradesh,train
g2_1070,Jodhpur,Rājasthān,train
g0_1071,Tumkur,Karnātaka,train
g1_1072,Balangir,Odisha,test
g2_1073,Jaipur,Rājasthān,test
g2_1074,Muzaffarnagar,Uttar Pradesh,train
g0_1075,Solapur,Mahārāshtra,train
g2_1076,Mansa,Punjab,val
g2_1077,Pali,Rājasthān,train
g2_1078,Farrukhabad,Uttar Pradesh,train
g2_1079,Dhar,Madhya Pradesh,train
g2_1080,Hardoi,Uttar Pradesh,val
g2_1081,Jhansi,Uttar Pradesh,train
g0_1082,Vikarabad,Telangāna,train
g2_1083,Sabar Kantha,Gujarāt,train
g2_1084,Hardoi,Uttar Pradesh,train
g2_1085,Nagaur,Rājasthān,train
g0_1086,Bhadradri,Telangāna,train
g2_1087,Shrawasti,Uttar Pradesh,train
g0_1088,Davanagere,Karnātaka,train
g3_1089,Surajpur,Chhattīsgarh,train
g2_1090,Banda,Uttar Pradesh,test
g0_1091,Nanded,Mahārāshtra,train
g2_1092,Gwalior,Madhya Pradesh,test
g1_1093,Anugul,Odisha,train
g0_1094,Gondiya,Mahārāshtra,train
g2_1095,Bikaner,Rājasthān,train
g2_1096,Damoh,Madhya Pradesh,train
g0_1097,Yavatmal,Mahārāshtra,val
g3_1098,Chatra,Jhārkhand,test
g0_1099,Coimbatore,Tamil Nādu,train
g2_1100,Sangrur,Punjab,val
g0_1101,Amreli,Gujarāt,train
g2_1102,Hardoi,Uttar Pradesh,val
g0_1103,Bharuch,Gujarāt,train
g2_1104,Muzaffarnagar,Uttar Pradesh,train
g2_1105,Karnal,Haryāna,train
g0_1106,Pune,Mahārāshtra,train
g1_1107,Ganjam,Odisha,train
g0_1108,Nagpur,Mahārāshtra,train
g2_1109,Mandsaur,Madhya Pradesh,train
g2_1110,Jhansi,Uttar Pradesh,train
g2_1111,Sawai Madhopur,Rājasthān,test
g2_1112,Barmer,Rājasthān,val
g3_1113,Balrampur,Uttar Pradesh,val
g3_1114,Baksa,Assam,train
g0_1115,Bellary,Karnātaka,train
g0_1116,Vikarabad,Telangāna,train
g3_1117,Nadia,West Bengal,val
g0_1118,Jalgaon,Mahārāshtra,train
g0_1119,Buldana,Mahārāshtra,train
g2_1120,Bharuch,Gujarāt,test
g0_1121,Siddipet,Telangāna,train
g2_1122,Baghpat,Uttar Pradesh,train
g3_1123,Nagaon,Assam,train
g0_1124,Surat,Gujarāt,train
g0_1125,Kurnool,Andhra Pradesh,train
g3_1126,Jashpur,Chhattīsgarh,train
g2_1127,Seoni,Madhya Pradesh,train
g2_1128,Barnala,Punjab,val
g3_1129,Dhubri,Assam,train
g0_1130,Rajnandgaon,Chhattīsgarh,train
g2_1131,Hisar,Haryāna,val
g3_1132,Chandauli,Uttar Pradesh,train
g0_1133,Prakasam,Andhra Pradesh,train
g3_1134,Udalguri,Assam,train
g0_1135,Yavatmal,Mahārāshtra,train
g1_1136,Vizianagaram,Andhra Pradesh,test
g0_1137,Sri Potti Sriramulu Nellore,Andhra Pradesh,val
g2_1138,Satna,Madhya Pradesh,train
g2_1139,Kabeerdham,Chhattīsgarh,train
g0_1140,Nanded,Mahārāshtra,train
g0_1141,Bellary,Karnātaka,train
g3_1142,Murshidabad,West Bengal,val
g2_1143,Tonk,Rājasthān,train
g2_1144,Aligarh,Uttar Pradesh,train
g2_1145,Sambhal,Uttar Pradesh,test
g2_1146,Ashoknagar,Madhya Pradesh,none
g0_1147,Jalgaon,Mahārāshtra,train
g2_1148,Surendranagar,Gujarāt,test
g2_1149,Jaipur,Rājasthān,test
g2_1150,Devbhumi Dwarka,Gujarāt,train
g2_1151,Barmer,Rājasthān,val
g0_1152,Krishna,Andhra Pradesh,train
g2_1153,Fatehabad,Haryāna,val
g2_1154,Jhalawar,Rājasthān,test
g2_1155,Sirohi,Rājasthān,val
g3_1156,Lakhimpur,Assam,train
g2_1157,Datia,Madhya Pradesh,train
g2_1158,Sahibzada Ajit Singh Nagar,Punjab,val
g2_1159,Patan,Gujarāt,train
g3_1160,Bongaigaon,Assam,train
g0_1161,Buldana,Mahārāshtra,train
g2_1162,Gurgaon,Haryāna,train
g0_1163,Sangareddy,Telangāna,train
g2_1164,Kheri,Uttar Pradesh,val
g0_1165,Nalgonda,Telangāna,train
g2_1166,Unnao,Uttar Pradesh,train
g0_1167,Jagtial,Telangāna,train
g0_1168,Nuapada,Odisha,train
g2_1169,Ganganagar,Rājasthān,train
g2_1170,Kheri,Uttar Pradesh,val
g0_1171,Ahmadnagar,Mahārāshtra,train
g2_1172,Jind,Haryāna,val
g2_1173,Kachchh,Gujarāt,train
g3_1174,Sundargarh,Odisha,test
g2_1175,Hanumangarh,Rājasthān,test
g0_1176,Nagarkurnool,Telangāna,train
g0_1177,Anantapur,Andhra Pradesh,train
g2_1178,Jodhpur,Rājasthān,test
g0_1179,Jalgaon,Mahārāshtra,train
g0_1180,Rajkot,Gujarāt,test
g2_1181,Gurdaspur,Punjab,train
g0_1182,Chikmagalur,Karnātaka,train
g3_1183,Lohit,Arunāchal Pradesh,train
g0_1184,Sangli,Mahārāshtra,val
g2_1185,Agar,Madhya Pradesh,train
g0_1186,Nagarkurnool,Telangāna,train
g3_1187,Birbhum,West Bengal,train
g0_1188,Kolar,Karnātaka,val
g2_1189,Ujjain,Madhya Pradesh,train
g0_1190,Solapur,Mahārāshtra,train
g1_1191,Nuapada,Odisha,test
g2_1192,Karnal,Haryāna,train
g3_1193,Pashchimi Singhbhum,Jhārkhand,train
g2_1194,Jalor,Rājasthān,val
g3_1195,Ranchi,Jhārkhand,train
g2_1196,Gurdaspur,Punjab,train
g2_1197,Rae Bareli,Uttar Pradesh,test
g2_1198,Pratapgarh,Uttar Pradesh,test
g2_1199,Gurgaon,Haryāna,train
g2_1200,Ganganagar,Rājasthān,train
g2_1201,Neemuch,Madhya Pradesh,test
g2_1202,Rupnagar,Punjab,train
g2_1203,Bahraich,Uttar Pradesh,train
g2_1204,Janjgir-Champa,Chhattīsgarh,train
g2_1205,Bathinda,Punjab,train
g2_1206,Bijnor,Uttar Pradesh,test
g2_1207,Hanumangarh,Rājasthān,test
g2_1208,Bathinda,Punjab,train
g0_1209,Amravati,Mahārāshtra,val
g0_1210,Solapur,Mahārāshtra,test
g2_1211,Jaipur,Rājasthān,test
g2_1212,Fatehabad,Haryāna,val
g2_1213,Alirajpur,Madhya Pradesh,train
g2_1214,Bandipore,Jammu and Kashmīr,train
g2_1215,Kannauj,Uttar Pradesh,train
g2_1216,Shrawasti,Uttar Pradesh,train
g2_1217,Rajkot,Gujarāt,test
g2_1218,Sagar,Madhya Pradesh,val
g2_1219,Bikaner,Rājasthān,train
g2_1220,Ganganagar,Rājasthān,train
g0_1221,Sangareddy,Telangāna,train
g0_1222,East Godavari,Andhra Pradesh,train
g3_1223,Nalbari,Assam,train
g3_1224,Kendujhar,Odisha,train
g3_1225,Sitamarhi,Bihār,train
g0_1226,Bagalkot,Karnātaka,train
g0_1227,Kurnool,Andhra Pradesh,train
g3_1228,Madhepura,Bihār,train
g3_1229,Sheikhpura,Bihār,val
g2_1230,Dindori,Madhya Pradesh,train
g1_1231,Jagatsinghapur,Odisha,train
g0_1232,Viluppuram,Tamil Nādu,val
g2_1233,Porbandar,Gujarāt,test
g0_1234,Belgaum,Karnātaka,test
g0_1235,Kolar,Karnātaka,train
g2_1236,Niwari,Madhya Pradesh,train
g2_1237,Sikar,Rājasthān,train
g0_1238,Bhavnagar,Gujarāt,train
g2_1239,Churu,Rājasthān,train
g0_1240,Ahmadnagar,Mahārāshtra,train
g2_1241,Ratlam,Madhya Pradesh,test
g2_1242,Chhindwara,Madhya Pradesh,train
g0_1243,Solapur,Mahārāshtra,test
g0_1244,Tapi,Gujarāt,train
g0_1245,Chittoor,Andhra Pradesh,test
g2_1246,Ganganagar,Rājasthān,train
g3_1247,Jhargram,West Bengal,train
g1_1248,Koraput,Odisha,test
g2_1249,Kurukshetra,Haryāna,train
g2_1250,Chhindwara,Madhya Pradesh,train
